gold-label:,id,prediction:
10,704559946159910914,0
1,803462309477752832,0
6,726545443790938114,4
16,709782920005873665,0
2,713904196014182400,2
0,826267336139296768,0
8,668096307513262080,0
4,691253705660850176,4
14,762105448233332737,0
12,780428253072912384,2
5,789576155535990785,0
3,693868586608267264,0
0,692152731839127552,0
0,815435087126921216,12
3,801262340024975360,2
10,720392880578166784,0
17,810239104357175296,0
9,775861770225319936,0
5,715268431755382788,0
0,672650592158810113,0
0,654825181496512512,0
1,820397537488211969,0
7,693154924440477697,0
0,812102378895777792,1
1,734896107726209024,0
1,809831902265929729,0
9,658022899115102209,0
17,677583742366572544,2
3,664525066458128386,0
0,820104117045575681,0
0,772602842620190720,0
0,672473178300616704,0
12,670009115842867200,0
0,720654965535059970,0
0,696133731560656896,0
5,748011776638320641,7
0,795634056872558592,11
14,696161613372657664,0
8,675888581282545664,0
4,763787862303182848,0
0,758636470982832129,0
0,796194621034524673,2
13,764260236228190208,0
5,734803957806206976,10
0,758474677585149952,0
0,788598974685085696,0
8,703386326733729796,0
3,696116446267625472,0
0,795086211106897924,0
0,726584122215391232,0
0,680161042224275456,0
3,762006049352142848,0
0,695807182852485120,0
1,792931494184583168,0
9,710811451460554752,0
3,712360535925366784,0
4,809461930712829952,0
15,794558873243787265,4
2,673305543944093696,2
0,668213656384053248,0
12,767791485764771840,0
16,694275335207178240,1
6,754832838403330048,0
5,759060488634429440,4
2,717146766425067521,1
1,809532529917251584,0
10,815968018786373632,4
3,726830303864578048,0
1,708485974225981440,0
5,810212050131505152,0
8,767873389151162368,0
0,692693059801325569,0
13,702718402935332864,0
0,807817057899347968,0
11,765324796066312192,0
18,765624915710111748,0
10,720301653262401536,0
11,796611131167141888,0
0,787527555884744704,0
1,800002195940933632,0
12,747162726041063424,0
1,704103889969152000,0
2,805081243452837888,1
2,772205767445344256,2
0,663080246694903808,5
17,679143690120613888,0
3,813618032916336640,0
4,792461403911233536,0
2,676187992894119936,0
0,800529494813487104,0
9,728201636309520384,0
2,765227522028019712,0
0,800346335291576320,0
0,759934638466932736,0
1,743840573262536704,0
0,771174994424455168,0
0,795035336040730624,0
6,716699560261914624,0
0,749118431480258560,0
15,715999577921478659,1
13,667191782598434816,0
5,668558011120533504,0
8,656281538611449856,0
5,654359215616708608,2
3,814940089075650560,0
3,714236104380129280,0
18,769231073087787012,0
8,765915881440509952,0
5,743565570096959488,0
10,791715991117889536,1
18,703603718747516928,0
10,821062004186169344,0
0,671809596604981248,0
0,780217195955499008,4
13,785502517677268992,0
2,716680053606756352,0
16,691462609250332672,2
1,805848547174313984,0
8,692858082859229184,0
5,677904159320891392,0
10,796148162733965312,12
3,665948776343969792,0
0,787836654723620865,1
12,758677751750467584,12
2,824993034920013826,0
3,738915273810411520,1
16,772869848430940160,0
1,802065669223235584,0
0,809619377071001600,0
10,729144963422900229,4
1,654399325246656512,0
1,809937341007544320,0
0,815430887357775873,0
2,701868621103046656,0
0,786408483889504256,0
12,729027520205488128,10
1,749416047896358912,0
0,825173899042234368,0
0,655489439280467968,0
9,759779164371189760,0
3,795037434069270530,12
10,786696552987451392,0
2,679895651468066816,0
0,826097485370126336,2
2,768961171311435776,0
0,668701652430491648,0
2,710514034311831553,1
16,814140407223320576,0
9,745801213174681600,0
4,802125450008993792,18
0,676759220868395009,0
13,732038345883287552,0
2,796786196043235328,0
0,771908861418582018,0
9,792462546645254144,0
11,802169051266977792,0
13,712170203510079488,0
14,817119371147419649,2
11,768832225722896384,0
1,675955245181181952,0
0,810940863366852608,0
0,810136340138491904,0
3,762837736952729600,2
5,804509172951699456,0
10,826462027866533888,10
19,671421608423215104,0
0,785263388872024064,0
7,675840312825221120,0
11,807260194564472833,2
11,727968954824597504,11
9,810539187526959105,17
0,771441931071086592,12
0,782019686439366656,0
0,716733168661999616,0
19,795996881772015616,12
17,806321319776288768,0
2,689100079907651589,1
0,799705061018497025,0
9,805658495861174273,0
1,657594601813970944,0
4,792175455268843520,3
3,813855276784881665,0
8,792776805363113985,0
6,765532346271412224,0
3,728331231637569537,11
4,795772040020160512,2
19,738755408534372352,0
0,696168535010185217,0
1,808751807434555392,1
16,663149546579607552,0
18,691974885279670272,4
17,809947290668568576,0
8,780759966944604160,0
6,660509971008720896,10
18,715158591552946176,1
5,710897666700546049,0
7,687094807664177152,0
6,743119080803160066,0
15,743181843290169344,1
10,655770395384000512,18
5,797931582984257536,0
0,715330538916225024,0
3,727728144162148352,0
2,818240805873782784,0
14,785607823967199232,2
2,690247015960162304,0
6,701132596487593984,12
1,659232010339241984,1
0,823311080109658112,0
14,780379816809955328,0
3,744580917298102276,0
0,802614115805990912,0
0,772446313833238530,1
2,808034231670702080,0
12,717146287582363648,0
0,668566502904193024,0
3,760910084008505344,0
1,669941131656982528,0
0,744662296471941120,0
1,676084157164986368,0
17,807964754736082944,0
0,657950928654307328,0
2,748288912406220800,2
0,824757163893653504,0
12,668097666807685124,0
12,762741264475303936,0
2,734534610013540354,2
15,805504759637667840,2
19,767826968251334656,1
0,703776651113586690,0
2,692797248023969796,0
0,759113115640274945,0
13,789894496964136960,0
0,672637197141606400,1
0,689904469228830720,0
0,726875938340794368,12
1,714158445235187712,0
2,747937895789510656,0
0,712776088531787776,0
0,825626788168507392,0
5,712309321447530497,0
17,812669202314170368,17
19,663121136440315904,1
5,747198748481171458,0
0,825123636344270849,10
0,732682504642125824,0
6,708042338900246528,0
4,799655009734402048,0
1,815377860160405504,0
14,665648461547720705,0
1,760101533933600768,0
1,728421560994779136,0
14,713759210564161536,11
17,807285898387853313,2
0,661944239853449216,1
0,813522141178011649,0
0,812901262958047232,17
11,765551944555433984,0
0,658015340581011456,0
14,762348952876441601,0
16,712353566200111105,0
6,688116396916477952,0
3,709944315108155392,12
0,658064107170582528,0
0,782439032840187904,0
0,720809018185420801,2
2,710224495068352512,4
2,805339468274270208,2
8,767814624221683712,0
10,693108138795491328,1
2,759095959443824641,0
0,790710222075596800,0
8,668645154513928192,0
8,675376101816975360,0
1,679827541004292098,1
11,747233807548325888,1
0,673413620093595648,0
0,765383449427349504,0
0,735813524513902592,0
13,771515315582824448,1
3,732314372891021312,0
1,691735001482838019,0
18,799342626876977152,0
11,661243164523655168,1
8,794966886379307008,0
0,659882955637067776,0
1,717725290722504705,0
1,746490731846635521,0
3,694633247192563713,2
11,745305281505140736,0
2,785550654450307076,2
8,709125636925890562,0
16,772238617376755712,2
1,757719544697851905,0
19,760184193657675778,2
15,769663892486250496,0
13,714288745617428485,0
8,787087204606550016,0
0,762275073189261313,0
12,713504427747844096,12
3,759771258674302976,3
0,655531587589660672,0
2,674555643324444672,11
5,661647660764524544,18
0,745545777204760577,0
1,737066029692526595,0
2,689528799185231872,0
7,796091712343048192,0
6,758467458420400128,0
10,675697696464760832,4
12,726898005287297024,0
6,790743121797652481,0
2,787631628218605568,0
1,705250802458357760,0
0,764160051825303552,1
2,775901464451489792,2
1,704400389827727360,0
0,762350328847085568,0
8,663395481356271617,0
2,780353826909937664,2
11,796102779429416960,11
3,825845598754570244,0
3,714271117985386497,0
10,815241285535670272,0
8,663385255487762434,0
0,749405514468061184,0
7,744519068082921472,0
19,654845558226558976,0
9,667010587365277697,0
0,794435718135169024,0
6,793903189984702464,2
15,713908303756140544,0
0,701951925449842688,2
0,820719192244703232,2
0,772542209258315776,0
5,805145590019616779,0
4,757855338506907648,2
14,704817017954705409,4
7,728030027510489088,0
17,677349927928860672,17
0,826619774050398208,0
12,826851062074138624,12
15,812774438252908544,1
0,657792022883995648,0
2,687524967437602818,4
1,696803173457985536,1
3,704030947507712000,0
14,675002035922739200,1
9,785630855481860096,0
10,710679617938579456,4
16,674940642280284160,0
15,774695972173516800,0
2,701463367484100608,0
0,796158943320035329,0
2,731172540945682436,2
9,786551574042509313,0
0,659908017048059904,1
4,702325636111597568,0
6,758732997386383361,0
0,665703019237871617,0
14,703330385313320964,0
0,695677396306018304,0
1,761049860892073984,0
0,656891936037601280,0
4,667336791981219840,0
4,688901129955074048,0
0,801051710928011264,0
10,707410064814907393,4
3,795038158584827904,0
0,702649525719072768,0
1,782592426225524740,0
0,808478812182712320,1
6,663591154273918976,0
5,703339300293840897,0
10,681564087810191362,0
0,738775552044216321,2
0,656250624187748353,0
1,754838904730161152,18
12,742167355510247424,2
1,747268339035181056,0
0,826293051807059968,0
1,766145859922853888,0
2,722155489472212994,0
1,816428990135156736,0
6,679428013977653249,12
2,732343221221756928,0
14,747623957575139328,0
1,668178038421643264,0
6,705079030085586944,0
1,804015922646134786,11
7,797461386536349697,0
2,767744303850397696,2
12,707050812908789760,12
3,809497359411453952,2
8,668549621166247936,0
15,672937869728751616,0
10,776039725555716096,18
0,680281786572615680,17
3,688083026627055616,0
2,667453636855914496,2
2,655274881886613504,1
6,663130760321351681,0
9,814640263628918784,0
0,701079549082087424,0
2,738877382354960384,0
4,721847472633618433,1
0,677160181646663680,0
0,744650776711139328,0
12,721901325684879360,1
18,673885975018258432,0
14,824472496288239616,0
7,801570002277044224,0
14,668598774068064258,0
6,657288283232276480,0
10,816506326536683520,18
0,672664878390321152,0
14,788824467355144192,12
0,747277756304547844,0
0,787708642766225409,0
7,791031579917312001,0
15,693317995666366464,2
10,781937938838028288,1
8,673648210305523712,0
0,795834246300631040,0
12,745089280670859264,0
0,708136278869446659,0
6,715318852264046592,1
7,817227640071454720,1
17,805189410299973632,17
11,772488261067431937,0
0,800338584611889152,0
6,763760223756685312,1
0,805506679802568708,0
2,681173748771336192,0
1,688186990932578305,1
0,661361785900048384,0
6,748944486214971392,0
1,676424388347092992,0
15,770848901817565185,2
1,693935530128588801,4
0,673391709380812800,0
4,794620731862745089,4
16,721359574880677888,0
0,759803126203424768,0
6,700895357576867840,2
0,803600178255011841,0
0,764547928979546112,0
18,787774626554273796,0
6,740148357641961473,1
9,677938730557169664,4
12,771078618248273924,0
5,809433705479630849,0
17,803302717821108224,17
2,795086198305857536,1
12,693194502564102144,0
12,694909194365976576,1
5,768171859426873344,0
7,715944549781217280,0
0,716461135768199168,0
3,675143667112402944,0
15,714614682963849216,0
12,721457178205401088,12
12,655789779213119488,0
0,655898709272711168,0
2,663942059234099200,4
2,658511092600184832,2
1,701242871085555713,0
15,812124706971058176,0
18,806991575662272512,0
8,797308852618268672,0
5,743794541786988544,0
18,667778890300071940,0
12,765181644739227651,0
3,728086682147299333,0
1,657433178869596160,1
4,675169042135666688,4
0,762312589124567040,0
5,806703351295594496,0
15,805495250831585280,0
0,815077064915255296,0
0,706680086691381248,0
0,703195921182564354,0
3,709983736796946432,0
0,674458105896443904,4
0,795392988528525312,0
0,817516852624527360,0
2,702734296918917120,2
0,734711514293211136,0
14,701273873560576000,0
8,771868905258164225,0
15,701268747466706944,4
10,656677265351294976,4
1,664329409277497344,0
0,802680770888400896,0
0,814912755996262400,0
0,819690239304273920,12
8,773193482022313984,4
18,775117732350046208,10
15,797526927594524672,0
6,669687880269348865,6
1,726384985830133760,1
3,687333562274590720,0
14,666970841394094080,0
3,801114332171890688,0
16,713081500917346305,2
3,657249411387518977,0
8,817651633555439619,0
6,797915129383784448,0
11,701437366859390978,11
5,758453567262949377,0
0,719329923421364229,0
0,660868874649206784,0
0,691384292224561152,0
7,703715456914337792,0
4,667371518171697152,0
6,660901911789486080,0
9,719746012882083840,4
6,744452203935522816,6
3,782381530022875137,0
2,772195220054167552,4
14,761739927260454912,0
2,661972541708173312,2
0,721830163957346304,0
6,696069715429453824,0
13,798704301761765377,8
17,671867983082356736,17
8,769322002586869762,0
0,745569163939307520,2
0,726746092424060929,0
3,765249232865468416,0
14,744651909739339777,1
19,768779398870740992,1
1,774003444382302208,0
6,708777538156437505,0
4,711348533711015936,4
12,700747211475435521,0
17,799288141169315840,1
5,765027983933530112,0
4,807422609478602756,4
18,706365053994344448,1
2,797916012641325056,4
0,762010483494903808,0
1,797972562915401728,0
5,785624143203078144,0
8,772312829235859457,0
0,785602096393486340,0
9,680127851446718466,2
11,793216241867587584,0
17,807865271201300482,0
16,672816568468926465,2
18,668156927935934464,0
1,658734654699261952,0
0,762738718574678016,0
0,668325167995711488,0
17,810500043363020800,17
2,760237957617815552,2
10,658806345827676160,0
8,693939692228599808,0
14,796583399901319168,2
10,737465460518727680,0
16,721454040991801344,2
2,666839155133972480,2
3,657925516716998656,0
0,679111690538065920,0
0,660272970942816257,0
2,786229243118247940,2
4,667171095364046849,4
0,662749498121314306,1
7,734819350453051393,7
4,720401138135265280,0
9,655831087357304833,0
6,713529806260977665,2
0,825560513455206404,2
0,739154683747438593,0
9,707378495870124032,0
0,759491687932579840,0
11,781280014725709824,11
0,660623774736347136,0
2,656561491349516288,0
15,747813063735181313,2
6,782406914042769408,0
9,714255293274800128,0
1,743833721653059584,0
1,747892521284550656,0
4,727689785121320960,4
16,673602949042454528,17
10,782248568295915521,10
10,785935010616504320,0
10,786703745191149570,4
12,681582288157540352,1
3,721770880913661952,0
1,747844101811273728,1
15,787700581691514880,1
4,820791135559909377,4
5,795791376525000704,0
0,804816007143378944,0
0,661248552677548033,0
2,770056053929246721,2
2,669732187625750528,2
8,812492201678643200,17
0,760201703664840705,1
19,817247656376352768,0
11,709558626801872896,0
10,749345387186642944,4
2,654413196686561280,0
1,664201077785399296,0
4,808814195609374722,4
18,815586002790219776,0
14,737019434292936704,0
12,790342206783500288,0
15,658662321758208000,12
10,711319566115328001,4
8,761233971741024257,0
2,658284674637168643,18
0,769589531834212353,0
9,716324602675331072,0
18,798534951742251008,11
3,742513802206445569,1
11,749355566695223296,0
8,802387091598536704,18
0,673634685050855424,0
19,742531298716225536,0
0,728736076794310656,0
7,809607535485452289,0
5,742138287842840576,0
0,814577350696312832,0
16,803493975319408640,0
9,695063644548284420,0
4,764843270740422658,0
2,676566584471760896,0
2,790343611548184576,0
0,718259795707473920,0
3,803293121601748992,0
1,824356014262595585,0
11,794582122220711937,7
16,788084127396495361,0
2,665736265317265413,4
1,809488548327985153,0
12,707260652138729472,0
0,821779907516760065,0
0,695112809995243520,0
4,714181156317442052,0
8,794924247005003776,1
1,720641897866203136,0
5,818765156381507584,0
18,825094228116021248,0
2,710995479320985604,2
0,806068361096548352,0
0,804341123095396354,11
11,805099748885721088,18
0,659111017117544448,0
0,726592319110172672,17
4,819578292898500610,4
8,789897927695167488,0
18,768577247905275909,0
2,772881468301381632,2
0,808420263398408192,2
1,809584941977767936,0
2,737405805796941824,2
2,800337964417089536,2
0,790267766687145989,0
16,663735039453241344,0
17,802544829511049216,17
13,695351627142660096,0
4,713745979871203328,0
16,786341601266106368,2
0,797602705841614848,0
3,794558667504910336,1
0,824182518765207552,0
0,762010279328841728,0
4,808864236600512513,0
0,781997768478855168,0
0,742770864945569793,12
4,823860904064188416,1
3,822832179893927936,0
0,671892612161253376,0
2,792191683312189440,11
2,793240675202506752,0
17,802345971975790592,17
2,823312500334665728,4
17,679451185691033600,17
19,678298720748736512,4
15,692818205321084929,0
6,812526148160655360,2
0,823751608634777601,0
9,675514506118737921,0
4,815603523735810049,0
0,667791285332283393,0
0,747698048696975361,0
3,813917581497270272,0
15,705993817124696064,12
0,819750974927597568,0
0,759902623977902081,1
8,769578669123706880,0
7,656955761688465408,0
3,663731526580965376,0
6,689941071078494210,10
7,771539192580968448,0
6,774625920778899456,2
5,794254735100542981,0
1,696061686772559873,1
19,748738022917550081,0
0,676290767934107648,0
0,668615849134170112,4
12,693564596053999616,15
0,805219676351434753,2
12,748759776306212864,0
10,677278168584077313,0
15,759776709499457537,2
14,802388558942089217,0
4,768512841355784192,4
0,759458997795774464,0
5,762361367164751873,0
0,759454793584742401,4
2,673346188079448064,2
0,721405052548747264,0
0,695023239718924288,0
0,758868176813694979,0
11,754842312367345664,11
11,673638541180669952,0
2,662490428134940672,2
5,716030471201751040,0
15,711679797584334848,2
0,797196514275770369,0
2,816341328858447872,0
18,768193518267342849,0
3,665973170701271040,0
10,680222179133263873,0
7,677926104351399936,17
1,657229080677515264,0
0,693792492777439232,0
18,800867181537861636,0
11,704772646890708992,11
19,695292985773133825,0
13,814899775233368064,0
5,680176077789069312,17
0,689488000246411270,1
18,806998312255651840,10
0,804705444987965441,2
0,811280502816698368,0
2,759870800904282112,0
15,660911210267848705,0
0,721187856933236736,1
1,749353203775528960,0
9,662392349935300608,0
14,654865368884858880,0
0,781224856889102336,0
3,665664899486494720,0
3,727910983944032256,1
0,787056833437507584,0
0,816374393576136705,1
19,748730195821989888,0
2,761623350909231108,2
1,811421709249183744,0
2,727474740701593600,0
15,661781473717059584,4
7,803738362985189377,0
2,691261746707738625,0
10,694254245575458816,11
0,714120315870294016,0
1,792878563343134720,0
4,680444917068349440,4
14,805459097965494272,10
4,703450871884095493,2
12,721781791766523905,0
3,667873661513240576,0
19,775138515583692800,0
2,660962544387928065,2
4,710721006810370048,4
1,667610350754377728,1
0,747094152278585346,0
2,745805590153338880,1
16,811795436931579905,4
8,719191242295406592,4
1,793125497051967488,0
0,800905584438480896,0
1,769570024394674177,0
6,696385120983523328,1
0,825761235111116802,1
2,714133165527408640,0
1,792244884698791936,0
1,746481256368586756,0
10,700754233411420161,0
1,797512845051174912,0
0,775438345786667008,0
2,765372231811796992,0
1,676427373873635329,0
10,722193441539637248,4
3,718842680739033088,0
15,655840030976528384,2
16,726500876895047680,0
0,721546816442003456,12
5,749349054698708993,0
12,747471837681057796,0
2,705268080130142208,4
0,793874774221021184,2
1,774355953923784704,1
11,804368212162998273,12
1,787829900749209600,2
1,759793520349679616,0
6,763545096310497282,2
3,759732099087728640,0
2,809845632701702144,0
15,713209092966363136,4
0,661997316329463808,0
7,701238705038745601,0
0,814542748955119616,0
1,792447648179650566,0
6,749403063715303424,2
12,673224433939570688,2
9,808736272982351872,0
5,709219696382484480,0
18,789257278939664384,0
18,763983965766070272,1
0,712484315372789760,0
3,806320394944688129,0
5,760146683296702464,0
1,771716756825972736,0
4,792790690203697154,0
2,786714861677977601,2
4,805280790061940736,4
0,820152960336465920,0
2,737313733639184384,2
0,705085543458144256,0
11,679072799835742210,11
6,809160323089518592,0
17,804381682451161089,17
0,802726562349006849,0
9,669992297702883329,0
2,701156432067108864,0
17,680615973439684608,17
2,808469443336695809,0
0,768974439769714688,0
2,792166852021465088,2
2,660929787746230272,2
15,676989007411154944,2
9,792758759034462208,0
19,690401960529362944,1
3,787814078433689600,0
1,787011171853426688,0
2,722114385615826946,0
4,764285027379052544,0
7,716440250428612609,4
14,813903059126390784,2
1,807989025965424640,1
0,745780368188440576,0
3,797829221771046912,0
18,674089935574552576,4
17,809656387441565698,0
17,805570653864792064,0
9,705766236966281216,0
0,735529304214241280,0
10,673710014607974400,0
11,775818384797728769,0
2,657652389973921792,0
0,696859380541693953,0
17,810578402138800129,1
6,672508844908683264,0
0,764262458601201664,0
17,807719344662835205,17
12,702693936234696706,12
1,770267344316674049,0
0,729097617909686273,0
5,787547490153357312,0
2,815346398581366785,6
13,744204765278638081,0
10,713746771395018752,7
0,768184874452684800,0
4,748227003086680065,0
8,738126153882427396,2
13,691653020946436096,0
18,762805238235537408,18
5,808288066196606976,0
1,826615341526708226,0
1,704474437731655681,0
10,773160898521206788,7
10,814283362546266113,4
10,661616127525715968,0
6,679840327818174466,0
19,738071760747278336,0
3,780512034878214144,0
16,744653081623789568,0
9,807789919997460480,4
17,807737085335654400,0
0,706685487235383297,0
2,701253028276350976,0
12,721788968531075076,0
0,658839452811325440,0
16,657616975888187392,4
11,694353737087881216,4
0,813252934561431552,17
0,781877778329247745,0
1,805756808987971585,0
0,822292667631632384,0
2,820833428106919937,2
0,782065898358177792,0
12,706672595274481664,0
16,782310846953295872,1
0,760182278702133248,0
1,809765794523611136,2
4,700937506737491968,0
18,770109477601148928,7
3,743657096709713920,0
0,771876644428582912,0
18,710288632947613696,10
15,721585090774568960,2
0,759100320517500928,0
15,664631057636040704,0
6,714114490317537280,2
19,824219199581126656,0
7,669041215988330496,0
2,658564392401813504,0
1,761599015247048704,1
1,689100257217638401,0
7,793211395349225472,0
1,725725246083481600,0
9,745440505442369536,2
19,687292628816281600,19
0,711725587153494017,2
2,666758019003359232,0
0,818833561151279105,0
2,702215425065504769,2
12,770844121040912384,0
13,710809908795547648,0
7,763796796896182273,18
14,764857713037717504,0
2,797179961949843456,2
0,716428459787042816,0
4,791077832726306816,4
0,661631353692266497,0
0,668230616786292736,0
8,701158043623563266,0
11,692186236925153281,11
9,655726245104209920,0
15,696783694963544069,0
5,710971002864455680,0
3,782462729554579457,0
19,681569837555040257,4
0,694608012053336065,0
6,747223089335902212,0
2,772278448077234180,0
3,675771160634793985,0
5,693893961140731904,0
1,774442428703006720,0
0,760961311303929857,0
2,771075042163560448,0
2,674451882241208323,2
8,654436060521336832,0
1,687342627549786112,0
19,715857153337270272,1
15,770385817420333057,0
2,795310416989659136,18
5,797828429538267136,0
13,738763374054494208,1
6,676988003156381699,0
19,665769212279848960,0
0,680815121137057793,0
0,716123513531211777,0
1,664625891385974784,0
4,759416645098012672,4
0,674091428474130432,0
0,708062421848625155,0
6,769936819383173120,0
0,761621620679213057,0
16,665948035151712257,0
1,665033613986000897,2
1,744608994434682881,1
4,759147897258663937,0
1,713503122178633729,0
12,796441851045806085,17
18,667534476902273028,18
0,795836590857789440,0
0,693829947719323648,2
18,664457728157290496,0
7,664483778811682816,0
1,656934569296445440,0
0,814234430663315456,0
2,767749343487135744,0
1,819745588388491264,2
1,662166323263205376,1
16,774813259236945920,0
3,759855415295225856,0
9,705481441493311488,1
16,677165821186195456,2
3,798916436949368832,1
4,814511852420038656,4
11,703743224410730496,0
10,692122084126920704,10
5,772180141439057921,0
0,680067776384339968,2
2,785491739066892288,0
6,743543377841504256,0
1,738092359884410880,0
2,692187671855251456,2
0,662889384899907584,1
1,781010006279946240,0
8,797848349743415296,0
8,692754300146171905,0
17,671172815710736385,17
7,672954454598004736,0
18,792799450905313280,0
14,726484821166448641,0
7,807954508827467777,0
0,726846121180438528,0
4,734920060704165888,0
2,725866717721698304,2
1,663533313525682176,0
1,758795088856219649,0
13,758541778874052608,0
6,770244866995548161,0
16,675502656375271424,12
1,801172181396795393,1
1,663230843662430208,0
9,807387123380719616,0
0,816639289261834241,0
0,781680712336478208,4
1,667470477271674880,0
12,719674849241661440,0
9,804684630657888256,0
17,680580296488566784,17
15,655839990031626240,12
3,744704182419066880,0
15,743062452703617025,4
18,816907240317784064,2
5,664813497017114624,0
2,770633636513132544,2
9,782373658794819584,0
15,668616310704750592,2
7,767523660328345600,0
10,782396974721105920,0
1,703063221431836672,10
8,775115636322230272,0
7,800890436105732096,0
6,759211347242516482,0
17,805302257923174400,4
6,661758089197174784,0
12,796043604418564096,1
0,820373908742348804,0
0,744325625389924353,0
0,767630746374639616,2
0,772829966383869952,0
7,692866852918161408,1
18,818566720902365184,4
6,803360324678254592,0
4,800057942674280450,4
0,781146991627800576,0
13,658434029495164932,0
17,808349950467801088,17
10,727181417470386177,0
1,745057357957259264,0
8,747191290459217920,0
1,734579561116127232,0
4,731895555102674944,0
0,773128723834900480,0
18,774695710893768704,2
0,665719111779876864,0
0,737029801035337728,0
10,761181739419111424,0
11,664483745420840960,11
0,729101285413117952,1
2,666070333057859584,2
0,825074538618744833,0
2,693886955889823749,0
10,732601291101310976,1
19,804987459717074945,0
5,746932705124835329,0
9,792460753521573892,0
0,657695250471739392,0
1,669988834214572032,1
10,660106971656253440,0
0,690937080780759040,0
6,696796897915379712,0
1,704021730348679168,0
1,690002178002567168,0
4,696416769003646976,0
0,732016543371005952,0
0,808522849812180992,0
0,673710673097007104,0
1,673525048062291968,0
13,708852861657071616,0
0,660268051833688064,0
19,709527448388550656,0
1,675422001398489089,0
3,743924807331418114,0
13,663550912997249025,2
9,809843879109214208,0
8,708364883511939072,0
0,815566949887246336,0
2,768825507882242048,0
0,820777084985278464,0
2,708515807849005056,2
8,735826865428922368,0
0,748979854176096256,7
19,656253228204576768,0
19,787013922658197505,0
9,661274242894462976,2
0,759943712461889536,0
15,701613861078589440,1
15,768221413757026306,18
4,795043785382252545,0
0,717386824050741248,0
12,796513390164262912,0
0,716745678618238976,0
1,680866170640199680,0
0,728036457890320385,0
0,734892398216519681,0
0,708833658791141380,0
0,678067597317971968,0
8,799602488684867585,0
5,669593054995685376,0
4,745989414153764865,4
0,658028197653651456,0
14,786157119888326656,0
0,672873525284315138,0
19,787714842538967040,2
0,812714845757984768,17
3,787393511402434562,3
9,690600871449772032,0
0,825426021029605377,2
2,712798657423216640,0
0,797282413600796672,0
5,654864604556824576,0
2,795070565442695168,0
1,792032287017820161,0
10,663188293765472257,0
0,740012496392749056,0
0,711584504033492992,0
2,721040223023587331,2
12,757668229237972996,12
13,656501360553148416,0
14,745082995489406976,0
9,708864209552023552,0
2,799818628904456196,2
0,759529211224698881,0
1,814304429889454080,11
0,798630142025330688,0
1,815231404942331905,0
15,813299630725275648,2
13,726448959221288960,0
2,668694609380270080,0
9,729367230308356096,0
0,721886466134175744,0
7,805825612107706369,0
17,680031672398655489,17
3,796574303600791552,1
5,671521616711589889,5
0,792442815146000385,0
0,675764886144618496,0
2,763167855143559172,2
3,749015353859067905,0
12,765169088884793344,0
7,716732490111524864,0
0,657250634157178880,0
11,761565967990263809,0
1,663147215699861504,12
0,665746394376900608,0
7,727998219272081408,4
11,767827968026705920,0
7,788911657233682432,0
1,657300319941079040,0
12,739386962277203968,4
2,710574468863758336,0
7,676078792801169408,5
